Age,work-class,Edu-no,Occupation,Family,Race,Gender,hours/week,salary
33,1,11,13,1,1,0,48,1
27,2,10,4,1,1,0,40,1
34,1,10,9,0,1,1,35,0
54,1,14,6,0,2,1,40,0
24,0,10,11,1,1,0,40,0
44,0,15,6,1,1,0,60,1
48,0,13,1,0,1,0,50,0
23,2,9,9,0,1,1,40,0
29,2,9,2,1,1,0,38,0
21,2,12,2,1,1,1,9,0
18,2,8,2,1,1,1,32,0
18,2,5,4,1,4,1,32,0
29,2,9,1,0,1,0,40,0
29,2,9,11,0,1,0,40,0
41,2,9,8,1,0,1,40,0
32,2,9,7,0,1,0,40,0
61,2,6,2,0,0,1,24,0
79,2,9,6,0,1,0,6,0
34,2,12,8,0,1,0,40,0
46,2,13,5,1,1,0,40,1
50,0,11,4,1,1,0,60,1
29,2,9,8,1,1,0,40,0
23,2,10,9,0,1,1,40,0
64,2,10,9,0,1,1,40,0
70,1,14,6,0,1,1,50,1
28,1,12,9,0,1,1,40,0
51,2,11,7,1,1,0,40,0
20, ?,10, ?,1,1,1,40,0
34,1,13,6,0,1,0,55,0
29,2,9,7,1,1,0,40,0
49,2,13,2,0,2,0,40,0
77,0,10,5,1,1,0,40,0
32,2,9,2,1,1,1,35,0
27,2,13,0,1,1,1,40,1
22,2,10,4,0,1,1,40,0
35,1,9,1,1,1,0,40,1
42,1,13,13,1,1,0,40,1
35,1,9,8,1,1,0,40,0
62, ?,9, ?,1,1,0,40,0
33,2,9,13,1,1,0,16,0
45,2,10,5,0,1,1,55,0
19,2,10,4,1,1,1,40,0
38,2,9,1,0,1,0,40,0
26,2,9,8,1,0,0,45,0
29,2,13,5,0,1,1,45,0
33,2,13,6,1,1,0,40,1
35,0,9,10,0,1,0,80,0
42,2,10,1,1,1,0,40,0
20,2,11,2,1,1,1,20,0
43,1,14,6,1,1,0,40,1
69,2,7,6,1,0,0,45,0
39,2,9,11,1,1,0,40,0
37,2,9,8,1,1,0,40,0
28,2,10,1,1,1,0,40,0
26,1,13,0,0,1,0,40,0
32,2,10,4,1,1,0,30,0
43,1,13,5,0,1,0,40,1
49,2,9,5,1,1,0,30,0
28,2,4,2,1,1,0,60,0
35,2,9,8,1,1,0,40,0
19, ?,10, ?,1,1,1,10,0
35,1,9,1,1,1,0,40,1
57,2,9,9,1,1,1,40,0
45,2,5,11,1,1,0,40,0
23,2,9,4,0,1,0,48,0
45,2,9,1,1,1,0,40,0
42,2,9,9,1,1,1,40,0
35,2,13,2,1,2,0,40,0
45,2,13,6,1,1,0,50,1
28,1,13,5,0,1,0,40,0
64,0,11,1,1,1,0,10,0
44,1,15,6,0,1,1,40,0
59,0,9,10,1,1,0,40,1
41,2,9,8,0,1,0,40,0
21,2,10,4,1,0,0,25,0
29,0,11,9,0,1,1,40,0
51,0,9,10,0,1,0,40,1
22,2,9,9,1,1,0,40,0
49,2,9,2,0,1,1,40,0
53,2,12,4,1,1,0,80,1
38,2,10,9,0,1,1,44,0
23,2,10,1,1,1,0,40,0
20,2,9,2,1,1,1,40,0
40,2,13,1,1,1,1,40,0
25,2,13,6,0,1,1,40,0
27,2,10,0,0,1,1,40,0
20,2,9,2,1,1,0,30,0
37,2,9,2,1,1,1,20,0
40,1,9,2,1,1,0,40,0
28,2,13,5,1,1,0,40,1
38,0,9,2,0,1,1,40,0
42,2,13,5,0,1,1,40,0
32,1,12,13,0,1,0,40,0
20,2,9,4,1,1,0,45,0
62,1,13,9,1,1,0,38,0
31,2,10,9,0,1,0,40,0
31,0,9,1,1,1,0,60,0
24,2,9,9,1,1,0,40,0
62,1,4,2,0,0,1,35,0
43,1,10,1,1,1,0,40,1
21,2,10,11,1,1,0,50,0
30,0,9,5,0,1,0,40,0
22, ?,9, ?,0,0,1,40,0
18,2,6,7,0,1,0,40,0
59,1,14,6,0,1,1,40,0
24,0,4,11,1,1,0,40,1
49,2,9,1,1,1,0,40,0
19,1,7,2,1,1,0,30,0
48,2,9,8,1,1,0,40,1
32,2,15,4,1,1,0,60,1
33,2,6,8,0,1,1,45,0
23,2,13,4,0,0,0,15,0
33,1,15,6,0,1,1,65,1
50,1,10,5,1,1,0,40,1
30,2,13,5,1,1,0,43,0
32,2,12,6,1,1,0,42,0
39,2,10,4,1,1,0,65,0
21,2,10,4,1,1,1,20,0
23,2,13,6,1,1,1,21,0
32,2,13,5,0,1,1,40,0
57,2,9,7,1,1,0,40,0
22,1,10,6,0,1,0,10,0
70,2,9,9,0,1,1,5,0
34,2,10,0,1,1,0,84,1
53,2,14,4,0,1,1,40,0
21,2,10,4,1,1,0,45,0
37,2,9,8,0,1,0,40,0
60,0,9,1,1,1,0,50,1
23,2,7,1,1,2,0,40,1
32,2,6,11,1,1,0,80,1
57,2,9,8,1,1,0,40,0
65, ?,9, ?,1,1,0,40,0
25,2,10,9,0,1,0,30,0
30,2,9,1,1,1,0,46,0
31,2,9,9,0,1,1,40,0
19,2,10,2,1,1,0,35,0
23,1,13,0,1,1,0,38,0
44,2,9,4,1,1,0,40,0
43, ?,10, ?,1,1,0,45,1
42,2,10,8,0,0,1,40,0
34,0,7,8,1,1,0,40,0
32,2,9,1,1,1,0,40,1
25,2,11,0,0,0,1,40,0
21,2,10,5,1,1,1,40,0
31,2,9,12,1,0,1,60,0
36,1,11,6,0,1,1,40,0
49,0,10,1,1,1,0,65,0
44,2,13,9,0,1,1,32,0
42,2,11,4,1,1,0,40,1
30,2,9,13,0,1,0,99,0
33,2,6,8,1,1,0,40,0
36,0,13,2,0,0,0,45,1
17,2,6,2,1,1,0,30,0
20,2,10,4,0,1,0,25,0
32,2,9,1,1,1,0,50,0
33,0,9,1,1,1,0,40,0
37,2,10,5,0,1,1,60,0
60,2,6,10,0,1,0,48,0
35,1,10,9,0,1,1,15,0
43,1,13,9,0,1,1,40,0
46,2,10,0,1,1,0,40,1
29,0,9,11,1,1,0,40,1
36,2,13,4,1,1,0,42,1
27,2,9,1,1,1,0,40,1
50,2,10,5,1,1,0,84,1
22,2,10,9,1,3,1,44,0
33,1,14,6,0,1,0,60,0
61,2,6,4,0,1,1,40,0
28, ?,11, ?,1,1,1,40,0
41,0,11,10,1,1,0,70,1
22,2,10,11,1,1,0,40,0
27,2,13,6,0,1,1,40,0
25,2,9,11,1,1,0,40,0
32,2,9,8,1,0,1,20,0
28,2,14,6,0,1,0,50,0
25,2,13,1,1,1,0,35,0
28,2,10,1,1,1,0,40,0
37,1,13,6,1,1,1,30,1
58,2,9,9,0,1,1,37,0
39,2,9,7,1,1,0,40,0
33,2,10,2,0,1,1,40,0
59,2,6,1,1,1,0,40,1
58,2,13,1,1,1,1,20,0
38,2,11,6,1,2,0,36,1
34,2,10,1,1,1,0,40,0
31,2,10,1,1,0,0,40,0
48,1,9,1,1,1,0,40,1
65, ?,9, ?,1,1,0,40,0
45,2,9,7,0,1,0,50,0
80, ?,15, ?,1,1,0,10,1
23,2,9,2,1,1,1,40,0
33,2,14,6,1,1,0,37,1
38,0,10,10,0,1,0,40,0
44,0,14,10,1,1,0,40,1
48,1,14,5,0,0,1,40,1
40,1,9,1,1,1,0,40,0
19,1,9,1,1,0,1,40,0
45,2,13,5,1,1,1,40,0
34,2,10,6,0,1,1,40,0
70,2,10,2,0,1,0,80,0
32,1,14,6,0,1,0,60,0
33,2,11,2,0,1,1,40,0
24,2,13,5,0,1,1,40,0
30,1,13,6,1,1,1,15,0
22,2,10,4,1,0,0,25,0
52,0,15,6,1,4,0,65,1
67,0,6,10,1,1,0,80,0
40,2,9,5,1,1,0,45,0
55,2,11,6,1,1,1,20,0
29,2,9,5,0,1,1,40,0
62,2,9,4,1,1,0,16,0
22,2,9,8,1,1,1,40,0
64,1,5,1,1,1,0,40,0
29,0,13,5,1,1,0,50,0
28,2,10,5,1,1,0,40,0
25,2,9,5,1,1,0,40,0
47,1,16,6,1,1,0,50,1
26,2,13,11,1,1,0,40,1
18,2,8,2,1,1,0,27,0
52,0,6,4,1,1,0,45,0
48,1,13,6,1,1,1,50,1
36,2,9,8,1,0,0,40,0
23,2,11,9,0,1,1,30,0
41,2,9,11,1,1,0,40,0
56,1,9,11,1,1,0,38,1
53,2,9,6,0,1,0,40,0
26,2,10,5,0,1,1,40,0
22,2,10,2,0,1,0,40,0
25,2,14,6,1,1,1,31,0
31,2,10,2,1,4,0,40,0
36,2,12,8,1,1,0,40,0
46,2,10,8,1,1,0,40,0
46,1,12,9,0,1,0,38,1
32,2,10,2,1,1,1,36,0
43,0,9,10,0,1,0,60,0
30,2,13,5,1,1,0,50,1
41,0,13,4,1,1,0,45,1
50,2,14,5,1,1,0,60,1
37,1,14,5,1,1,0,38,0
22,1,9,7,1,1,0,50,0
51,1,9,11,1,1,0,80,0
47,2,10,5,1,0,1,40,1
40,2,9,9,1,1,0,40,0
46,2,10,8,1,1,0,40,0
23, ?,10, ?,0,1,1,20,0
30,2,10,0,0,1,1,40,0
27,0,9,4,1,1,0,65,1
31,1,10,9,1,1,1,35,0
31,2,2,7,1,1,0,40,0
30,2,9,1,1,1,0,40,0
50,1,13,6,0,1,0,40,1
27,2,13,6,0,1,1,50,0
22, ?,10, ?,1,1,1,16,0
29,2,9,8,1,1,0,50,1
28,2,9,11,0,1,0,60,0
54,2,13,5,0,0,1,45,1
47,1,11,0,1,1,0,48,1
34,2,9,8,0,1,1,40,0
26,2,10,7,0,1,0,40,0
53, ?,4, ?,1,1,0,35,0
23,1,10,13,1,1,0,60,0
42,1,14,6,0,1,0,40,0
36,0,9,5,1,1,0,50,0
52,1,13,13,1,1,0,45,1
22, ?,10, ?,1,1,1,40,0
27,1,14,6,0,1,1,40,0
42,2,9,2,0,1,1,40,0
39,2,9,2,0,0,1,40,0
49,1,9,6,1,1,0,40,1
36,2,9,4,1,1,0,40,1
20,2,1,2,1,1,0,32,0
55,0,9,5,1,1,0,60,0
47,2,5,8,1,1,0,40,0
33,2,14,6,1,1,0,33,1
36,2,10,4,1,1,0,40,0
39,2,16,6,0,1,1,80,0
55,2,13,5,1,1,0,48,1
21, ?,12, ?,1,1,0,15,0
48,2,12,11,1,1,0,45,0
30,2,11,7,1,1,0,45,0
24,2,9,1,1,1,0,50,0
57,0,9,1,0,1,1,38,0
20,2,10,10,1,1,0,60,0
18, ?,10, ?,1,1,1,20,0
56,2,9,6,0,1,1,40,0
36,2,9,9,1,1,1,40,1
44,2,6,8,1,1,0,40,1
57,2,9,1,1,1,0,40,1
57,2,9,1,1,0,0,52,0
33,2,9,0,1,1,0,40,0
61, ?,4, ?,1,1,0,40,1
39,2,13,11,1,1,0,99,1
28,2,9,1,1,1,0,40,0
31,2,10,2,1,1,0,16,0
60,2,12,2,0,1,1,40,0
36,1,11,13,0,1,0,40,1
58,2,9,4,0,1,1,35,1
50,2,10,7,0,1,0,38,0
23,1,13,5,1,1,1,12,0
30,2,9,2,0,1,0,40,0
20, ?,7, ?,1,1,0,40,0
90,2,15,6,1,1,0,72,1
49,1,13,6,0,1,1,50,0
47,1,13,6,1,1,0,40,0
34,2,16,6,0,1,0,40,1
37,1,9,0,0,1,1,40,0
25,2,6,13,1,0,1,50,0
37,2,12,9,0,1,1,40,0
47,2,9,9,1,1,0,40,0
34,2,9,5,1,1,0,60,1
34,2,10,2,0,1,0,40,0
35,2,9,5,1,1,0,50,1
39,2,10,8,1,1,0,40,0
32,1,4,7,1,1,0,19,0
24,2,9,2,1,1,1,30,0
28,2,15,6,0,1,0,60,0
41,0,4,1,1,1,0,40,0
69, ?,9, ?,0,1,1,9,0
32,2,9,13,1,1,0,90,0
58,2,9,4,0,1,1,40,1
47,0,9,4,1,1,0,75,1
41,2,13,5,1,1,0,50,1
35,0,9,5,1,1,0,50,1
24,2,10,2,1,1,0,20,0
46,0,9,4,1,0,0,60,1
69,0,13,5,1,1,0,45,1
22,2,13,5,1,1,1,40,0
36,1,14,6,0,1,1,40,0
31,2,13,4,1,1,0,40,1
23,1,13,6,1,3,0,30,0
35,2,10,6,0,0,1,40,0
37,1,13,13,1,1,0,40,1
35,1,13,6,0,1,1,40,0
18,2,7,11,1,1,0,16,0
43,2,5,7,0,1,1,40,0
53,1,9,13,1,1,0,40,0
54,1,10,13,1,1,0,52,0
29,2,9,9,1,1,1,40,0
46,2,12,9,0,1,1,47,0
24,2,10,7,1,2,0,30,0
30,2,10,2,0,2,1,40,0
23,2,10,12,0,1,1,6,0
27, ?,13, ?,0,4,1,6,0
36,2,9,8,1,1,0,40,0
38,0,13,1,1,1,0,35,0
33,2,14,0,1,1,0,15,0
66,2,10,13,1,1,0,40,0
45,0,9,5,1,1,0,40,0
68, ?,9, ?,0,1,1,12,0
37,2,9,4,1,1,0,60,1
17,2,6,2,1,1,1,10,0
31,2,9,9,1,3,0,40,1
46,2,13,5,0,1,0,55,1
40,2,13,6,1,1,0,40,0
34,2,10,7,1,1,0,40,0
56,2,6,1,0,1,0,45,0
42,2,10,9,0,0,1,41,0
46,2,14,5,1,1,0,55,1
30,2,9,1,0,1,0,50,0
33,0,13,1,1,1,0,40,1
47,2,9,8,1,1,1,40,0
57,0,12,10,0,3,0,40,0
34,2,7,1,0,1,0,40,0
40,2,9,1,1,1,0,40,0
33,2,9,4,1,1,0,40,1
22,2,9,8,1,1,0,40,0
29,2,8,2,0,0,1,35,0
53,1,9,9,1,1,1,35,1
36,2,9,9,1,2,1,40,0
45,2,9,1,0,2,0,40,1
36,2,10,4,0,1,1,40,0
18,0,9,10,1,1,0,11,0
27,2,9,9,0,1,1,40,0
30,2,9,8,1,1,0,40,0
34,2,13,6,1,1,0,40,1
36,2,13,4,1,1,0,40,1
36,0,4,10,1,1,0,75,0
48,2,14,5,1,1,0,40,0
41,0,15,6,1,1,0,60,1
21,2,3,12,0,1,1,40,0
47,1,14,6,1,1,0,38,1
41,2,2,10,1,1,0,40,0
61,0,2,1,1,1,0,20,0
64,2,4,1,1,1,0,40,0
35,2,10,9,0,0,0,40,0
44,2,9,11,0,1,0,50,0
20,2,10,4,1,1,1,20,0
23,1,10,9,0,1,1,70,0
52,2,6,2,1,1,1,35,0
43,2,14,5,0,1,1,25,0
32,2,13,7,1,2,0,40,0
63,2,13,1,1,2,0,40,0
29,2,10,2,0,1,1,41,1
42,0,10,5,1,2,0,60,0
65,2,6,7,0,1,1,28,0
24,2,9,1,1,1,0,40,0
42,2,10,2,1,1,1,40,0
35,2,9,11,1,0,0,40,0
40,0,13,4,1,1,0,40,1
38,1,10,9,0,1,1,40,0
26,2,9,9,0,1,1,50,0
46,0,9,10,1,1,0,50,0
39,2,10,9,1,1,1,20,0
29, ?,13, ?,0,1,0,50,0
42,2,16,6,0,1,0,36,1
36,2,13,6,1,1,0,45,1
26,2,10,7,0,1,0,45,0
57,2,13,4,1,1,0,40,1
55,2,9,7,0,0,0,40,0
35,2,10,4,1,1,0,55,1
41,2,9,9,0,0,1,40,0
24,2,10,2,0,1,1,30,0
47,2,9,1,1,1,0,40,0
34,0,10,4,1,1,0,60,1
44,2,13,5,1,0,0,35,1
18, ?,9, ?,0,1,1,20,0
27,2,13,9,0,1,0,35,0
36,2,13,9,0,1,1,50,0
21,2,13,4,1,1,0,30,0
29,2,9,11,1,4,0,55,0
25,2,9,7,1,1,0,40,0
73,2,9,10,1,1,0,50,0
45,2,11,8,1,1,0,40,1
28,2,13,5,1,1,1,50,1
43,2,13,5,1,1,0,50,0
47,2,9,1,0,1,0,42,0
20,2,10,9,1,1,1,15,0
22,2,10,11,1,1,0,20,0
76,0,4,1,1,1,0,10,0
24,2,10,11,0,0,0,40,0
54,0,10,4,1,1,0,50,0
30,2,10,8,1,1,0,40,1
33,2,10,1,1,1,0,58,0
30,2,10,8,0,1,0,50,0
40,2,12,5,1,1,0,50,1
27, ?,10, ?,0,1,0,30,0
49,2,11,4,0,1,1,40,0
30,2,9,1,0,1,0,40,0
22,2,9,9,0,4,1,40,0
19,2,9,7,1,1,0,58,0
46,2,9,13,1,1,0,40,0
51,2,9,9,1,1,0,50,0
56,2,4,8,0,4,1,40,0
53,2,10,4,0,1,1,40,0
60, ?,11, ?,0,1,1,40,0
27,2,13,6,0,1,1,40,0
46,2,10,5,0,1,1,45,0
37,2,9,11,1,1,0,40,1
41,2,13,2,1,2,0,30,0
65, ?,11, ?,1,1,0,50,1
30,0,10,9,1,1,1,55,1
57,0,9,10,1,1,0,72,0
44,0,10,5,1,1,0,50,0
32,0,9,10,1,1,0,40,0
27,0,9,11,1,1,0,40,0
57,1,10,9,0,1,1,40,0
59,0,13,10,1,1,0,30,0
32,2,15,6,1,2,1,50,1
90, ?,9, ?,0,1,1,40,0
22,2,13,5,0,1,1,30,0
39,2,9,9,0,1,1,40,0
43,2,11,5,1,1,0,48,1
38,1,13,5,1,0,0,50,1
61,2,5,4,0,1,0,25,0
24,2,10,4,1,1,0,43,0
25,2,10,4,0,1,0,45,0
44,2,11,1,1,1,0,40,0
55,1,9,9,0,1,1,40,1
90,2,13,4,1,1,0,15,1
30,2,9,9,0,1,1,35,0
44,2,9,1,1,1,0,40,1
36,2,6,1,1,0,0,40,0
63,0,10,5,1,1,0,45,1
60,2,3,11,1,1,0,40,0
34,0,15,6,0,1,1,60,1
49,0,7,5,1,1,0,65,0
47,2,14,5,1,1,0,65,1
42,0,9,4,1,1,0,43,1
53,2,3,1,1,1,0,45,0
23,2,10,0,0,1,1,40,0
28, ?,11, ?,0,1,1,40,0
20,2,10,4,1,0,0,35,0
43,2,9,7,1,1,0,40,0
32,2,15,6,1,1,0,60,1
43,2,13,4,0,1,0,44,1
31,2,9,11,1,1,0,60,0
29, ?,9, ?,1,1,1,40,0
24,2,10,9,1,2,0,20,0
39,2,11,9,0,2,0,40,0
29,2,10,1,1,0,0,40,1
20,2,3,7,0,1,0,25,0
23, ?,10, ?,0,1,0,40,0
42,2,7,2,0,1,1,38,0
53,2,9,1,1,1,0,40,0
20,2,9,7,1,1,0,48,0
58,0,2,11,1,1,0,18,0
51,0,9,4,0,1,0,40,0
25,2,9,7,0,1,0,48,0
38,2,12,6,0,1,1,36,0
41,2,10,1,1,1,0,40,1
58,2,13,8,1,1,0,40,1
25,2,6,8,0,1,0,40,0
50,2,9,1,1,1,0,40,0
32,2,13,5,1,1,0,45,1
31,0,16,6,1,1,0,40,0
22,2,10,2,1,1,1,20,0
37,2,9,7,1,1,0,40,0
32,2,10,4,1,1,1,40,0
46,1,15,6,0,1,1,55,1
62,2,9,11,1,1,0,40,1
40,1,9,2,1,4,0,40,0
56,2,13,4,1,0,0,45,1
37,2,10,5,0,2,1,40,1
41,2,2,10,0,1,0,40,0
56,2,4,8,1,1,0,48,0
20,2,10,7,0,1,0,30,0
34,0,13,4,1,1,0,60,1
45,2,9,4,1,1,0,50,1
30,2,10,8,1,1,0,40,1
51,0,9,5,1,1,0,45,1
27,2,7,8,1,1,0,42,0
38,2,11,4,1,1,0,40,1
39,2,10,7,1,1,0,50,0
57, ?,13, ?,1,1,0,8,0
47,2,10,5,1,1,0,50,1
77, ?,9, ?,1,1,0,15,0
43,2,9,1,1,1,0,40,1
46,1,9,5,1,1,0,65,0
41,2,10,1,1,1,0,40,1
20,2,9,9,0,1,1,30,0
30,1,6,9,1,1,0,40,0
30,2,9,2,1,0,0,25,0
22,2,10,7,1,1,0,35,0
25,2,9,11,1,1,0,44,1
18,2,9,4,1,1,1,22,0
28,2,13,5,1,1,1,40,0
50,2,13,0,1,1,0,40,1
28,2,9,2,0,0,1,48,0
21,2,10,12,1,1,1,40,0
37,2,11,0,1,1,0,40,0
28,1,13,6,1,0,1,40,0
23,2,3,2,1,1,0,35,0
32,2,11,5,0,0,1,35,0
27,2,8,8,1,1,0,50,0
55,2,9,6,0,0,1,40,0
44,2,9,1,1,1,0,40,1
25,2,13,6,1,1,0,40,0
29,2,9,4,0,1,1,32,0
50,2,9,5,0,1,1,55,0
18,2,9,7,1,1,0,40,0
74,2,13,2,0,1,1,8,0
22,2,5,4,0,1,0,40,0
27,2,13,6,1,1,0,40,0
27,1,10,0,1,1,1,80,0
41,2,15,6,1,1,0,50,1
24,2,10,9,1,1,0,40,1
23,2,9,9,1,1,1,40,0
34,0,15,6,1,1,0,60,1
46,1,13,5,1,1,0,40,1
32,2,15,6,0,1,0,60,0
41,2,9,1,1,4,0,40,0
29,2,11,10,1,1,0,40,1
48,2,5,8,1,2,1,45,0
51,2,9,2,0,0,0,40,0
34,1,8,9,0,0,1,40,0
58,2,13,5,1,1,0,45,1
52,2,9,7,1,1,0,40,0
37,0,13,5,1,4,0,50,1
53,2,10,9,0,1,1,40,0
54,2,11,11,1,1,0,20,0
36,2,9,4,1,1,0,60,0
25,2,11,9,1,1,1,60,0
20,2,10,6,1,1,1,48,0
23,2,12,9,0,1,0,40,0
39,0,13,5,1,1,0,60,1
20,0,6,8,1,1,0,40,0
28,2,11,2,1,0,0,40,0
73,1,9,9,0,1,1,40,0
67,2,9,13,1,1,0,24,0
56,2,13,5,0,1,0,45,1
32,2,11,1,1,1,0,40,0
42,2,10,8,0,1,0,40,0
33,2,9,2,1,0,0,40,0
37,2,9,2,0,1,0,40,0
33,2,10,5,1,1,0,45,0
31,2,6,9,0,1,1,40,0
59,2,14,5,1,1,0,40,1
21,2,9,9,0,1,0,40,0
58,0,10,5,1,1,0,50,1
24,1,6,2,0,1,0,40,0
26,1,10,13,1,1,0,40,0
26,2,7,11,1,1,0,40,0
33,1,14,6,0,1,1,40,0
25,2,13,4,0,1,0,40,0
21,2,6,8,1,1,0,50,0
24,2,9,8,0,1,0,40,0
39,0,12,9,1,1,1,40,1
68,2,10,9,0,1,1,40,0
66,0,10,4,0,1,1,20,0
38,2,13,10,0,1,0,40,0
41,2,14,5,1,1,0,50,1
71, ?,4, ?,1,1,1,16,0
37,2,9,1,1,1,0,40,0
54,0,14,4,1,1,0,45,1
27,1,13,6,0,1,0,40,0
49,2,13,6,0,1,1,40,0
19,1,10,6,1,1,0,10,0
25,2,10,11,0,1,0,50,0
47,1,10,9,1,0,0,40,1
40,2,10,4,1,1,0,40,0
38,2,13,5,0,1,0,40,0
25,2,9,2,0,1,0,40,0
25,2,10,1,1,1,1,50,0
23,2,6,7,1,4,0,40,0
28,2,14,4,1,1,1,40,0
29,2,9,1,0,1,0,40,0
32,2,7,1,1,1,0,40,0
34,2,9,2,0,0,1,40,0
52,2,13,6,1,0,0,40,1
33,0,9,10,1,1,0,94,0
19,2,10,4,1,1,0,35,0
68,2,16,6,1,1,0,55,1
41,2,6,7,0,1,0,50,0
18,0,9,2,0,2,1,30,0
29,2,10,1,1,1,0,40,1
40,2,14,5,1,1,0,50,1
51,0,14,6,0,1,0,60,1
49,2,10,9,0,1,0,40,0
20,1,10,2,1,1,1,20,0
38,1,9,1,1,1,0,50,1
57,2,3,2,0,1,0,40,0
35,2,10,4,1,1,0,40,0
66,2,7,4,1,1,0,26,0
27, ?,13, ?,1,1,0,15,0
25,2,11,9,0,1,1,40,0
77, ?,14, ?,1,1,0,6,1
19, ?,6, ?,0,1,1,35,0
70,2,9,7,1,1,0,40,1
59,0,4,10,1,1,0,48,0
25,2,13,6,1,1,0,40,0
44,1,15,6,0,1,0,40,1
37,2,14,5,1,1,0,55,1
75, ?,6, ?,1,2,1,1,0
21, ?,9, ?,0,1,1,40,0
21,2,9,4,1,1,1,40,0
47,1,9,1,1,1,0,40,1
20,2,9,9,0,0,1,30,0
32,1,9,13,1,1,0,40,0
28,2,9,9,0,1,1,20,0
53,2,9,11,0,1,0,40,0
19, ?,9, ?,0,4,0,30,0
58,2,10,4,1,1,1,36,0
22,2,9,4,0,1,1,30,0
23,2,7,5,1,1,0,55,0
21,2,9,7,0,1,0,60,0
36,2,9,1,1,1,0,70,0
39,2,10,2,1,1,1,15,0
34,1,13,6,0,1,1,40,0
41,1,14,6,0,1,1,40,0
72,2,13,4,1,1,0,6,0
34,2,9,2,1,1,1,40,1
51,1,13,6,1,1,0,40,1
32,0,11,1,0,1,0,40,0
38,2,10,5,0,1,1,40,1
37,2,10,1,1,1,0,40,0
21, ?,10, ?,1,0,0,20,0
21,2,10,6,1,1,1,10,0
26,2,10,9,0,1,0,40,0
34,2,10,7,1,1,0,40,1
18,2,10,4,1,1,1,15,0
27,2,7,5,0,1,1,45,0
20,2,10,9,1,1,1,38,0
36,2,11,9,1,1,0,40,1
31, ?,13, ?,0,1,0,40,0
32,2,13,5,1,1,0,60,1
54,2,9,1,1,1,0,44,1
34,1,14,6,0,1,1,40,0
46,2,10,4,1,1,0,48,1
33,2,7,8,1,1,0,30,0
32,2,13,6,1,1,0,50,1
42,2,11,0,0,1,0,40,0
30,2,9,1,1,1,0,50,0
37,2,10,2,1,1,0,40,1
28,2,9,8,1,1,0,40,0
25,2,13,5,0,1,0,35,0
44,0,10,2,1,1,0,40,1
40,2,9,8,1,1,0,40,0
36,2,10,5,1,1,0,45,0
21,2,10,9,0,1,0,40,0
39,1,16,6,1,1,0,50,1
24,2,13,6,0,1,0,39,0
46,2,9,11,0,3,0,40,0
47, ?,13, ?,1,1,0,36,1
47,2,13,4,1,1,0,40,1
35,2,15,6,1,1,0,75,1
60,0,4,11,1,1,0,40,1
35,2,13,2,1,1,1,24,0
33,2,9,2,0,1,1,40,0
21,2,12,6,0,1,1,40,0
37,2,13,0,1,1,0,50,1
48,1,9,9,1,0,0,50,1
58,2,4,10,1,1,1,45,0
21,2,9,7,0,1,1,40,0
22,2,9,7,1,1,0,40,0
22,2,9,2,0,1,1,40,0
28,0,14,5,1,1,1,30,1
33, ?,11, ?,1,1,1,50,1
23,1,9,6,0,1,0,40,0
58,1,9,9,1,0,0,40,1
24, ?,13, ?,1,1,0,40,0
38,1,13,1,1,2,0,40,0
49,2,9,4,1,1,0,15,0
47,2,13,5,1,1,0,45,1
50,2,13,5,1,1,0,40,1
21,2,9,6,0,1,1,55,0
55,2,9,9,0,1,1,40,0
47,2,7,7,0,1,0,40,0
19,2,9,6,0,1,1,40,0
47,2,9,0,1,1,0,50,0
36,2,7,1,1,1,0,40,0
28,1,12,13,1,1,0,40,0
42,2,9,4,0,3,1,40,0
41,2,14,6,0,1,1,35,1
46,2,13,4,1,1,0,40,1
32,2,9,4,1,1,0,50,0
34,2,6,2,0,0,1,40,0
33,2,4,1,1,1,0,40,0
60,1,13,5,1,1,0,40,1
53,2,9,11,1,1,0,40,0
24,2,13,0,0,1,1,50,0
39,1,10,7,1,1,0,60,1
23,2,10,1,0,1,0,40,0
50,2,13,9,1,1,0,50,1
36,1,9,9,0,1,1,40,0
19,2,8,6,1,1,1,40,0
26,2,9,9,1,1,1,40,0
38,2,9,4,1,0,0,40,1
41,2,13,1,1,1,0,55,1
22,2,10,4,1,1,1,18,0
38,2,12,8,0,0,1,50,1
72, ?,10, ?,1,1,0,30,1
39,2,9,1,1,1,0,40,0
35,1,9,1,1,1,0,40,1
38,1,10,5,0,0,1,45,0
19,2,9,2,1,0,1,16,0
26,2,9,11,1,1,0,45,0
52,2,13,1,0,1,0,25,0
41,2,3,2,1,4,0,40,0
45,2,9,9,0,1,1,40,0
58,1,10,9,1,1,0,40,1
34,2,13,4,0,1,0,45,0
36,2,9,8,1,1,0,40,0
19,4,9,10,1,1,0,20,0
26,1,7,2,0,1,1,40,0
60,2,6,11,1,1,0,40,0
35,0,9,5,1,1,0,50,0
39,2,6,2,0,1,1,60,0
27,2,9,7,0,1,1,40,0
26,1,14,6,0,1,0,40,0
17,2,8,2,1,1,0,12,0
59,0,9,4,1,1,0,40,1
53,1,9,5,1,3,0,48,0
35,2,7,11,0,1,0,40,0
34,1,10,5,1,1,0,40,1
36,2,9,0,1,1,0,45,1
36,2,9,4,1,1,0,40,0
21,2,9,2,1,1,0,40,0
29,2,10,4,1,1,1,40,0
35,2,13,6,1,1,0,50,1
59,0,13,5,1,1,0,40,1
