99Age,work-class,Edu-no,Occupation,Family,Race,Male=0/Female=1,hours/week,salary
1,2,10,1,1,1,0,0,0
1,2,9,10,0,1,0,0,0
0,99,10,99,1,1,1,0,0
1,2,13,5,1,1,0,0,1
1,2,9,2,0,1,1,0,0
1,2,10,9,1,1,0,0,1
2,0,4,5,1,1,0,0,0
1,2,10,8,1,1,0,0,0
0,1,7,9,1,1,1,0,0
1,2,9,2,0,1,1,0,0
2,0,9,2,1,1,1,0,0
0,2,10,2,1,1,1,0,0
1,99,9,99,1,1,1,0,1
2,2,10,4,1,1,0,0,0
1,2,13,6,1,1,0,0,1
1,0,13,4,1,1,0,0,1
1,2,6,10,0,1,1,0,0
1,1,10,11,0,1,0,0,0
1,1,9,11,1,1,0,0,1
1,2,9,4,0,1,0,0,0
1,2,10,1,1,1,0,0,0
2,0,9,2,1,0,1,0,0
1,2,7,2,0,1,1,0,0
0,2,10,7,1,1,0,0,0
1,2,10,8,0,1,1,0,0
1,2,10,2,0,1,0,0,0
1,1,14,6,0,1,1,0,0
1,0,10,5,0,1,1,0,0
1,2,9,4,1,1,0,0,1
1,1,13,6,1,1,1,0,0
1,2,14,6,1,1,1,0,0
1,2,7,1,0,1,0,0,0
1,2,13,11,0,1,0,0,0
1,2,9,5,1,1,1,0,1
1,2,9,2,0,1,1,0,0
1,0,14,4,1,1,0,0,1
1,2,9,1,1,1,0,0,0
1,2,9,2,0,2,1,0,0
1,2,12,4,1,1,0,0,0
1,2,11,0,1,1,0,0,0
1,2,9,1,0,1,0,0,0
1,1,14,6,1,1,0,0,1
1,2,10,4,1,1,1,0,0
2,99,9,99,0,1,0,0,0
1,2,10,9,1,1,1,0,0
1,0,14,4,1,2,0,0,0
1,2,10,11,1,1,0,0,0
1,1,10,2,0,1,1,0,0
1,99,10,99,1,1,0,0,0
1,2,9,2,1,2,0,0,0
1,1,9,1,1,1,0,0,0
1,1,10,5,0,1,1,0,0
0,2,9,2,1,0,0,0,0
1,1,10,6,1,1,1,0,0
1,2,10,2,0,1,1,0,0
1,2,9,1,1,4,0,0,0
1,2,10,1,0,1,0,0,0
1,2,9,2,0,1,1,0,0
2,2,10,11,1,1,0,0,0
1,2,12,0,1,1,0,0,1
1,1,9,2,0,0,1,0,0
2,99,13,99,1,1,0,0,0
1,0,9,1,1,2,0,0,0
1,2,9,7,0,1,1,0,0
1,1,14,6,0,1,0,0,0
1,2,9,9,1,2,0,0,0
1,1,11,0,0,4,1,0,0
1,0,10,9,1,1,0,0,0
1,2,14,4,0,1,1,0,0
1,99,6,99,1,1,0,0,0
1,0,10,9,1,1,1,0,1
1,2,16,2,0,1,0,0,1
1,1,10,1,0,1,0,0,0
1,2,13,5,0,1,1,0,1
1,2,13,6,1,1,0,0,0
1,2,13,2,1,1,0,0,0
1,2,10,4,1,1,0,0,0
1,0,13,4,0,0,1,0,0
1,2,7,2,0,1,0,0,0
2,2,9,5,1,1,0,0,1
2,1,4,2,0,2,1,0,0
1,2,7,7,1,1,0,0,0
1,2,13,9,1,1,1,0,0
1,1,10,2,0,1,1,0,0
1,2,7,2,0,0,1,0,0
1,2,5,11,1,1,0,0,0
0,2,7,1,0,1,0,0,0
1,2,6,8,1,1,1,0,0
1,2,9,9,0,1,1,0,0
1,99,9,99,1,1,1,0,0
1,2,9,8,1,1,0,0,0
1,2,14,2,0,1,1,0,0
1,1,13,0,0,2,0,0,0
1,2,10,9,0,0,1,0,0
1,99,13,99,1,1,0,0,1
1,0,12,2,0,0,0,0,0
0,2,10,2,1,1,1,0,0
0,2,6,4,0,1,1,0,0
1,0,10,10,1,1,0,0,0
2,2,9,9,0,1,1,0,0
1,1,14,6,0,0,1,0,1
1,1,14,6,1,1,0,0,1
1,2,9,9,0,0,1,0,0
1,2,10,2,1,0,1,0,0
1,2,9,4,0,1,1,0,0
1,2,9,8,1,0,1,0,0
1,1,10,7,1,1,0,0,0
1,1,3,2,1,0,1,0,0
1,1,9,9,0,1,0,0,0
2,1,9,9,0,1,1,0,0
1,2,10,2,1,1,0,0,0
1,1,14,0,0,0,1,0,1
1,0,10,5,0,1,0,0,0
1,2,10,4,1,1,0,0,0
1,2,9,2,1,1,0,0,0
1,2,9,11,0,1,0,0,0
1,1,9,9,1,1,0,0,0
1,2,13,1,0,1,0,0,1
1,0,10,1,0,1,0,0,0
1,2,7,9,1,0,1,0,0
1,2,9,4,1,1,1,0,0
1,2,11,6,0,1,1,0,0
1,2,13,6,1,1,0,0,1
0,2,10,2,1,1,1,0,0
1,2,6,2,0,1,0,0,0
1,2,13,4,1,1,0,0,1
1,2,13,9,0,1,0,0,0
1,2,9,1,1,1,0,0,0
1,99,9,99,1,1,0,0,0
2,2,10,6,0,1,0,0,0
1,2,10,9,0,1,1,0,0
1,2,9,4,1,1,0,0,0
1,2,10,6,0,1,0,0,1
1,2,10,2,1,1,1,0,0
1,1,13,9,0,0,1,0,0
1,2,11,9,0,0,1,0,0
1,2,11,2,1,1,0,0,0
1,1,13,6,0,1,1,0,0
1,99,15,99,0,2,1,0,0
1,2,3,10,1,1,1,0,0
1,2,9,2,0,1,1,0,0
1,2,14,5,1,1,0,0,1
1,1,9,13,1,1,0,0,0
1,2,9,7,1,1,0,0,0
1,2,13,5,1,1,0,0,1
2,2,13,10,0,1,0,0,0
1,2,4,8,0,3,1,0,0
1,2,9,4,0,0,1,0,0
1,2,13,8,1,1,0,0,0
1,2,9,1,0,1,0,0,0
1,2,6,1,1,1,0,0,0
1,2,13,5,1,1,0,0,1
1,2,16,6,1,1,0,0,0
1,2,10,4,0,1,0,0,0
2,2,9,1,1,1,0,0,0
2,0,10,4,1,1,0,0,0
0,2,10,4,1,1,1,0,0
1,2,3,10,0,1,0,0,0
2,0,4,2,0,1,1,0,0
1,2,12,6,1,1,0,0,0
1,2,13,7,1,0,0,0,1
1,2,9,5,1,1,0,0,1
2,99,13,99,1,1,0,0,0
1,2,13,5,1,1,1,0,0
1,2,12,5,1,1,0,0,1
1,2,13,9,0,1,0,0,0
1,1,10,11,0,1,0,0,0
0,2,6,2,1,1,0,0,0
1,1,13,6,0,1,0,0,0
0,2,10,4,1,1,0,0,0
1,2,2,2,1,4,0,0,0
1,2,9,9,0,0,0,0,0
1,1,10,9,1,1,0,0,1
1,2,11,8,1,1,0,0,0
1,2,10,4,1,1,0,0,0
1,2,15,6,1,1,0,0,1
1,2,8,8,0,1,0,0,0
1,2,9,8,1,1,1,0,0
1,2,9,8,0,1,1,0,0
1,2,14,6,1,1,1,0,0
1,2,7,1,1,1,0,0,0
1,2,9,11,1,1,0,0,0
0,2,9,9,1,1,1,0,0
1,2,10,11,1,1,0,0,0
1,1,13,9,0,1,1,0,1
1,0,15,6,1,1,0,0,1
2,1,9,9,1,1,1,0,0
1,1,11,9,0,1,1,0,0
2,0,13,1,1,1,0,0,1
1,2,6,11,1,2,0,0,0
1,0,9,4,1,2,0,0,0
1,2,9,1,1,1,0,0,0
1,2,13,0,0,1,0,0,0
1,2,7,8,0,1,0,0,0
1,2,9,1,0,1,0,0,0
1,1,13,9,1,1,0,0,1
2,1,10,9,1,1,1,0,0
1,2,10,4,0,1,0,0,0
1,2,10,4,1,1,0,0,1
1,2,5,11,1,1,0,0,0
1,1,8,5,0,1,0,0,1
1,0,6,11,1,1,0,0,0
1,2,13,4,1,1,1,0,1
0,2,10,4,0,1,1,0,0
1,2,11,6,1,1,1,0,0
1,2,10,0,0,1,1,0,0
1,2,9,4,1,3,0,0,0
1,0,10,4,1,1,0,0,0
1,2,9,8,0,0,1,0,0
1,2,10,1,1,3,0,0,0
1,2,9,9,0,1,1,0,0
1,2,14,6,0,1,1,0,0
1,2,11,7,1,0,0,0,0
1,2,13,1,1,1,0,0,0
1,1,12,9,1,0,1,0,0
1,99,14,99,1,1,0,0,0
1,2,9,4,0,1,1,0,0
1,2,13,1,1,1,0,0,0
1,1,13,6,0,1,1,0,0
1,1,9,2,0,1,0,0,0
0,99,9,99,1,1,1,0,0
1,2,9,1,0,1,0,0,0
1,2,10,5,0,1,0,0,0
1,2,13,2,0,2,1,0,0
1,99,7,99,0,1,0,0,0
1,2,13,6,1,1,0,0,1
1,2,9,2,0,1,1,0,0
1,2,13,5,1,1,1,0,1
2,2,13,8,1,1,0,0,0
1,0,9,11,0,1,0,0,0
1,0,15,6,1,1,0,0,1
1,0,9,11,1,1,0,0,0
1,1,14,6,0,1,1,0,0
1,1,14,6,0,1,1,0,0
1,2,10,5,0,1,0,0,0
1,2,12,0,1,1,0,0,1
1,2,9,9,0,1,0,0,0
1,1,9,11,0,1,0,0,0
0,2,6,2,1,1,0,0,0
1,2,9,7,1,1,0,0,0
1,2,9,8,0,1,0,0,0
1,2,9,7,1,0,1,0,0
1,0,13,5,1,1,0,0,1
2,2,10,9,1,1,1,0,1
1,2,13,4,1,1,0,0,0
2,2,9,9,0,1,1,0,0
1,2,13,5,0,1,0,0,1
2,2,14,1,0,2,0,0,0
2,2,10,5,1,1,0,0,1
1,2,13,6,0,1,1,0,0
1,2,10,9,1,1,1,0,0
1,0,13,4,1,4,0,0,0
0,2,6,10,1,1,0,0,0
1,2,9,7,1,0,0,0,1
2,2,9,11,1,1,0,0,0
1,0,9,5,0,1,0,0,0
1,2,8,1,1,1,0,0,0
0,2,10,2,1,1,1,0,0
1,1,7,10,1,1,0,0,0
1,2,13,4,1,1,1,0,0
1,2,9,5,0,0,0,0,0
1,1,15,6,0,1,0,0,0
1,2,13,0,0,1,0,0,0
1,2,15,6,1,1,0,0,1
1,2,14,5,0,1,1,0,1
1,1,12,13,0,1,1,0,1
1,0,3,10,1,1,0,0,0
1,2,9,1,1,1,0,0,0
1,2,5,9,0,1,1,0,0
1,2,2,2,0,1,0,0,0
1,2,12,4,0,1,1,0,0
1,2,9,9,1,1,0,0,0
1,2,9,11,1,1,0,0,1
1,1,9,13,1,1,0,0,1
1,2,13,5,0,1,0,0,0
1,2,9,8,0,1,1,0,0
1,0,15,6,1,1,0,0,1
1,2,10,5,0,1,0,0,0
1,2,13,5,1,1,0,0,1
1,2,13,4,1,1,0,0,0
1,2,10,1,0,1,1,0,0
1,2,13,6,1,1,0,0,1
2,2,4,8,0,1,1,0,0
1,2,10,1,1,1,0,0,0
1,2,10,9,0,1,1,0,0
1,2,12,4,1,1,0,0,0
1,2,9,9,0,1,0,0,1
1,2,10,4,0,1,1,0,0
1,2,10,9,0,1,1,0,0
2,2,10,4,1,1,0,0,1
2,99,5,99,1,1,0,0,0
1,2,10,2,0,0,1,0,0
1,1,11,1,1,2,0,0,1
1,2,11,1,1,1,0,0,0
1,1,10,13,1,1,0,0,0
1,2,9,0,0,1,0,0,0
1,2,10,9,1,0,1,0,0
1,0,3,1,1,1,0,0,1
1,2,13,9,1,1,0,0,0
1,99,10,99,0,1,0,0,0
1,0,9,1,1,1,0,0,0
1,2,9,1,0,1,0,0,0
1,2,10,9,1,0,1,0,0
1,2,9,11,1,1,0,0,0
1,2,13,4,0,1,0,0,0
1,1,14,9,1,1,0,0,0
1,2,13,6,1,1,0,0,1
1,1,9,1,1,1,0,0,0
1,2,9,5,1,1,0,0,0
1,0,10,1,1,1,0,0,0
1,2,10,5,1,1,0,0,1
1,2,10,5,1,1,0,0,1
1,2,10,8,0,0,0,0,0
1,2,10,5,1,1,0,0,1
1,2,10,1,0,0,1,0,0
0,2,6,2,1,1,1,0,0
0,2,9,4,1,1,1,0,0
1,0,10,5,1,1,1,0,0
2,2,9,12,0,1,1,0,0
1,2,13,1,0,1,0,0,0
1,1,9,9,1,0,0,0,0
1,2,9,10,1,1,0,0,0
1,2,9,2,1,1,1,0,0
1,2,15,6,1,2,0,0,0
1,1,14,6,1,1,1,0,1
1,2,11,6,0,1,0,0,0
1,2,14,5,1,1,0,0,1
1,2,9,11,0,1,0,0,0
2,2,11,6,0,1,1,0,0
1,0,15,6,1,1,0,0,1
1,1,9,9,1,1,0,0,0
1,2,16,6,0,1,0,0,1
1,1,12,6,1,1,0,0,1
0,0,6,2,1,1,0,0,0
1,2,11,4,1,1,1,0,1
1,1,13,6,0,1,0,0,0
2,2,14,5,0,1,1,0,1
1,1,10,9,1,3,1,0,0
1,2,13,9,1,1,0,0,1
1,1,14,6,1,1,1,0,1
2,1,16,6,1,1,0,0,1
1,0,10,13,0,1,0,0,0
0,2,6,11,0,1,0,0,0
2,2,14,6,0,1,0,0,0
1,2,9,1,1,1,0,0,0
2,0,13,10,1,1,0,0,0
1,2,9,8,0,1,1,0,0
1,2,10,2,1,0,1,0,0
1,1,16,6,0,2,0,0,0
1,2,9,7,1,1,1,0,1
1,2,13,9,0,0,1,0,0
1,2,2,12,0,1,1,0,0
1,2,9,9,0,1,1,0,0
1,2,9,1,0,1,0,0,0
1,0,13,4,1,1,0,0,1
1,2,8,8,1,4,0,0,0
1,2,9,1,1,1,0,0,0
1,2,10,4,1,1,1,0,0
1,0,10,11,0,0,0,0,0
1,0,10,1,1,3,0,0,1
1,2,6,2,1,2,1,0,0
0,2,10,2,1,0,0,0,0
1,2,9,5,1,1,0,0,0
0,2,7,9,1,1,1,0,0
1,2,9,8,1,1,0,0,1
1,2,3,12,1,1,1,0,0
2,2,9,1,0,1,0,0,0
1,2,14,4,1,1,1,0,1
1,1,9,9,0,0,1,0,0
2,0,15,6,1,1,0,0,1
1,2,9,1,0,1,0,0,0
1,0,13,5,1,2,0,0,0
1,99,10,99,1,2,1,0,0
1,0,10,1,0,1,0,0,0
1,1,13,6,0,1,1,0,0
1,1,9,9,1,1,0,0,0
1,2,10,1,0,1,0,0,0
1,2,10,4,1,2,0,0,1
2,2,14,6,1,1,0,0,1
1,2,10,4,1,1,0,0,1
1,2,13,5,1,1,0,0,1
1,2,10,8,0,4,0,0,0
1,2,10,4,1,1,1,0,0
2,1,14,6,0,1,0,0,1
2,99,9,99,0,0,1,0,0
1,1,14,5,1,1,0,0,1
1,0,9,4,0,1,1,0,1
1,1,13,13,1,0,0,0,0
1,2,10,2,0,1,0,0,0
1,2,13,9,0,1,1,0,1
1,1,10,13,1,1,0,0,0
1,2,4,8,0,1,1,0,0
1,1,9,9,1,0,0,0,0
1,2,10,9,0,1,1,0,0
1,2,10,0,0,1,1,0,0
1,1,9,10,0,0,0,0,0
1,0,14,5,0,1,0,0,1
2,99,9,99,1,1,0,0,0
1,2,7,2,1,1,0,0,0
1,2,9,8,0,1,0,0,0
1,2,7,4,0,1,1,0,0
1,2,10,4,1,1,0,0,0
1,2,10,1,1,1,0,0,1
1,2,10,8,1,1,0,0,0
1,2,9,2,0,1,1,0,0
1,2,9,1,1,1,0,0,0
1,1,13,13,0,1,0,0,1
1,2,8,2,1,1,0,0,0
1,2,9,9,1,1,0,0,0
2,2,9,4,1,1,0,0,0
1,2,11,1,0,1,0,0,0
2,2,10,2,0,1,1,0,0
1,2,9,5,1,1,0,0,1
1,2,13,6,1,1,1,0,0
1,2,13,4,0,1,0,0,0
1,2,12,5,1,1,0,0,1
2,2,9,5,1,1,0,0,0
1,2,10,1,1,1,0,0,1
1,2,13,5,1,1,0,0,1
2,99,9,99,1,1,0,0,0
1,2,13,5,1,1,0,0,1
1,2,10,5,1,1,0,0,0
1,2,10,9,0,1,1,0,0
1,2,11,4,0,2,0,0,0
1,2,10,9,0,1,1,0,0
1,2,10,11,1,1,0,0,0
1,2,9,8,1,1,0,0,0
1,2,10,4,0,1,0,0,0
1,2,9,11,1,1,0,0,1
1,0,16,6,0,1,1,0,0
1,2,9,1,0,1,1,0,0
1,0,10,5,0,1,0,0,0
1,0,13,5,0,0,0,0,1
1,2,9,1,0,1,0,0,1
0,2,9,4,1,1,0,0,0
1,2,9,5,1,1,0,0,0
1,2,5,1,1,1,0,0,1
2,2,9,1,1,1,0,0,0
2,99,7,99,1,1,0,0,0
0,99,7,99,1,1,1,0,0
1,0,9,6,0,1,0,0,0
1,1,10,9,0,1,1,0,0
1,2,13,0,0,1,1,0,1
1,1,10,9,1,1,1,0,0
1,0,10,1,1,1,0,0,0
1,2,9,7,0,1,1,0,0
1,2,9,2,0,1,0,0,0
1,2,9,11,1,1,0,0,0
2,0,9,10,1,1,0,0,0
1,0,9,5,1,1,0,0,0
1,99,10,99,0,1,1,0,0
1,1,15,6,1,2,0,0,1
1,2,13,6,0,1,1,0,0
1,0,9,6,1,1,1,0,1
1,2,9,11,1,0,0,0,0
1,2,10,11,0,1,0,0,0
1,2,12,4,0,1,1,0,0
2,2,13,4,1,1,0,0,1
1,2,13,2,0,1,1,0,1
1,2,9,7,1,1,0,0,0
1,0,9,2,1,1,0,0,0
1,2,9,2,0,1,0,0,0
1,2,10,9,1,0,1,0,0
1,1,9,2,0,0,1,0,0
1,1,14,6,1,2,0,0,0
2,0,9,2,0,1,1,0,0
1,2,9,4,1,1,0,0,1
1,0,9,1,0,1,0,0,1
1,2,9,2,0,1,1,0,0
1,2,14,4,0,2,0,0,0
1,0,13,6,1,1,0,0,0
1,2,9,11,1,0,0,0,1
0,2,9,8,1,1,0,0,0
1,2,9,7,0,1,1,0,0
1,2,13,6,1,1,0,0,1
1,2,10,6,0,1,1,0,0
1,2,9,5,1,1,0,0,0
1,2,10,2,1,3,1,0,0
1,2,13,5,1,1,0,0,1
2,2,9,5,0,1,1,0,0
1,2,7,1,0,1,0,0,0
1,2,9,8,1,1,0,0,0
1,2,13,9,0,1,1,0,0
0,2,4,1,0,1,0,0,0
1,1,14,6,0,0,1,0,1
2,2,9,8,1,1,0,0,0
1,1,10,8,1,1,1,0,0
0,2,10,2,1,1,0,0,0
1,2,9,8,0,1,0,0,0
1,2,10,9,1,1,0,0,0
1,2,9,4,1,1,0,0,0
1,1,14,6,0,1,0,0,0
1,2,13,6,0,1,0,0,0
1,2,9,9,0,1,1,0,0
1,2,13,5,1,1,0,0,0
1,2,9,11,1,1,0,0,0
1,2,6,1,1,4,1,0,0
1,2,13,6,0,1,0,0,0
1,1,14,6,1,1,0,0,0
2,99,4,99,1,1,0,0,0
1,2,13,4,1,1,0,0,0
1,2,5,7,1,1,0,0,0
0,2,8,2,1,1,1,0,0
1,1,10,9,0,1,0,0,0
1,2,9,8,1,0,1,0,0
2,2,9,12,0,1,1,0,0
1,0,11,1,1,1,0,0,0
1,2,10,4,1,1,0,0,1
1,2,9,2,1,1,1,0,0
1,2,10,11,1,0,0,0,0
1,2,2,2,1,1,0,0,0
1,2,10,4,0,1,1,0,0
1,2,10,9,0,1,1,0,0
1,2,13,5,0,1,1,0,0
1,2,10,1,1,1,0,0,1
1,0,14,5,0,1,0,0,1
1,2,9,9,1,1,1,0,0
1,2,12,4,1,1,0,0,0
1,2,9,10,0,1,0,0,0
1,1,13,13,1,0,1,0,0
1,2,9,12,1,1,1,0,0
2,2,13,6,1,1,0,0,1
1,2,9,4,1,1,0,0,1
1,2,16,6,0,1,0,0,0
1,2,9,4,0,3,1,0,0
2,99,5,99,0,1,1,0,0
1,2,10,4,1,1,1,0,0
2,99,12,99,0,1,1,0,0
1,99,10,99,0,1,1,0,0
1,1,14,5,1,1,0,0,0
1,2,9,4,1,1,1,0,0
1,2,9,8,1,1,0,0,0
1,2,9,7,0,1,0,0,0
1,2,7,9,0,0,1,0,0
0,2,7,4,0,1,1,0,0
1,2,13,12,0,1,0,0,0
1,2,11,6,1,1,1,0,0
1,1,13,6,1,1,0,0,0
1,2,9,7,1,2,0,0,0
1,2,10,5,1,2,0,0,0
1,2,13,6,1,1,0,0,1
1,2,10,8,0,1,0,0,0
1,2,7,4,1,1,0,0,0
0,2,9,1,1,1,0,0,0
1,2,10,2,0,1,1,0,0
1,2,9,4,0,3,0,0,1
1,2,10,9,0,1,1,0,0
2,99,9,99,1,1,0,0,0
1,0,10,6,1,1,0,0,0
1,2,9,9,0,1,1,0,0
1,2,6,1,1,1,0,0,0
1,2,10,9,1,1,0,0,0
0,2,9,1,1,1,0,0,0
1,1,5,7,0,1,0,0,1
1,0,16,6,1,1,0,0,1
1,2,9,1,1,1,0,0,0
1,2,4,6,1,1,0,0,0
1,2,10,2,1,1,0,0,0
1,1,10,13,1,1,0,0,0
1,2,10,5,1,1,0,0,1
1,1,9,7,0,1,1,0,0
1,2,11,2,0,0,0,0,0
1,1,10,2,1,1,0,0,0
1,0,16,6,0,1,0,0,0
2,2,9,9,0,1,1,0,0
1,0,7,1,1,1,0,0,0
1,2,9,7,0,1,1,0,0
1,1,13,6,1,1,0,0,0
0,99,7,99,1,1,0,0,0
1,0,10,10,1,1,0,0,0
1,2,13,6,0,1,1,0,0
1,2,13,4,1,1,0,0,0
1,2,9,11,1,1,0,0,1
1,2,12,0,1,1,0,0,1
1,2,10,6,1,1,0,0,1
1,2,9,4,0,1,1,0,1
1,99,12,99,1,1,0,0,0
2,2,15,6,1,1,0,0,1
1,2,9,2,1,0,1,0,0
1,2,9,1,1,1,0,0,0
1,0,10,6,0,1,0,0,0
1,2,9,1,1,1,0,0,0
1,2,9,8,1,1,1,0,0
1,1,10,13,1,1,0,0,0
0,2,10,8,0,1,1,0,0
2,2,4,7,0,1,0,0,0
1,2,8,8,0,1,1,0,0
1,2,6,8,1,1,0,0,0
1,2,10,9,0,0,0,0,0
1,2,5,10,0,0,0,0,0
1,2,9,4,0,1,0,0,0
1,2,13,5,1,1,0,0,1
1,2,13,4,1,1,0,0,0
1,2,9,4,1,1,0,0,0
1,2,13,6,1,1,1,0,1
1,0,4,10,1,1,0,0,0
1,2,12,5,0,0,1,0,0
1,2,10,2,1,1,1,0,0
1,0,9,10,1,1,0,0,0
1,2,13,4,0,1,1,0,0
1,2,9,6,0,0,1,0,0
1,1,11,5,0,0,1,0,0
1,2,13,6,0,1,0,0,0
1,1,14,6,1,2,0,0,0
1,1,10,9,0,4,0,0,0
1,2,9,11,1,1,0,0,0
0,99,10,99,1,1,0,0,0
1,2,10,2,0,1,1,0,0
1,0,13,6,1,1,0,0,0
1,2,10,2,1,1,0,0,0
1,99,9,99,1,1,0,0,0
1,2,6,1,1,1,0,0,1
1,0,5,1,1,1,0,0,0
1,2,7,2,0,1,0,0,0
2,99,9,99,1,1,0,0,1
1,2,10,13,1,1,0,0,0
1,2,10,1,1,1,0,0,1
1,2,9,8,1,1,0,0,0
1,2,9,9,0,1,0,0,0
1,2,13,9,1,2,0,0,0
1,2,10,2,1,1,1,0,0
1,2,13,8,1,1,0,0,0
0,99,10,99,1,1,0,0,0
1,2,7,1,1,1,0,0,0
0,2,9,4,1,1,1,0,0
1,2,10,8,1,0,0,0,0
1,1,16,6,0,1,0,0,1
1,2,9,9,1,1,0,0,0
1,2,9,9,1,1,1,0,0
1,99,7,99,1,1,1,0,0
1,2,10,11,1,1,0,0,1
1,1,10,6,1,1,0,0,1
1,2,9,2,0,1,1,0,0
1,2,13,5,1,1,1,0,1
1,1,14,6,1,1,1,0,1
1,2,13,1,0,1,0,0,0
2,0,4,10,0,1,0,0,0
1,0,9,9,1,1,1,0,0
0,99,10,99,1,1,0,0,0
1,2,9,4,1,1,0,0,0
0,2,7,7,1,1,0,0,0
1,2,9,1,1,1,0,0,0
1,2,10,8,0,1,1,0,0
0,2,8,2,1,1,0,0,0
0,0,9,10,1,1,0,0,0
1,2,9,7,1,1,0,0,0
1,2,9,9,0,1,1,0,0
1,2,14,5,1,1,1,0,0
1,0,13,6,1,1,0,0,1
1,2,9,10,1,1,0,0,1
1,2,10,2,0,1,0,0,0
2,99,3,99,1,1,0,0,0
1,2,9,1,0,1,0,0,1
1,2,7,7,0,1,0,0,0
1,2,9,10,0,1,0,0,0
1,99,6,99,0,1,0,0,0
1,0,13,5,1,1,0,0,1
1,2,13,5,1,1,0,0,1
1,2,9,11,1,1,0,0,0
1,2,9,5,1,1,0,0,0
1,2,9,7,0,1,0,0,0
1,2,13,4,1,1,1,0,0
1,2,10,9,1,1,1,0,1
1,1,9,2,1,0,1,0,0
1,2,9,4,0,3,1,0,0
1,2,10,1,1,1,0,0,0
1,2,10,9,1,0,1,0,0
1,2,12,1,1,1,0,0,1
1,2,9,7,1,1,0,0,0
1,2,10,1,0,1,0,0,0
1,2,6,7,0,1,0,0,0
1,2,13,5,1,1,0,0,1
2,2,9,2,0,1,0,0,0
0,99,10,99,1,1,0,0,0
1,2,10,1,1,1,0,0,1
1,2,9,8,1,1,0,0,0
1,2,9,9,1,0,1,0,0
1,2,14,2,1,1,0,0,0
1,1,9,13,1,1,0,0,0
1,2,3,8,0,1,0,0,0
1,2,13,6,0,1,1,0,0
1,2,10,4,1,1,1,0,0
1,2,13,6,1,1,0,0,0
1,2,14,5,1,1,0,0,1
2,0,9,4,1,1,0,0,0
1,0,9,4,0,1,0,0,1
0,2,4,8,1,1,0,0,0
1,0,16,6,0,1,1,0,1
1,2,8,12,0,0,1,0,0
2,2,14,5,1,1,0,0,1
1,2,10,1,1,1,0,0,0
1,0,16,6,1,1,1,0,1
0,2,7,12,1,1,1,0,0
1,2,10,5,0,1,1,0,0
1,2,10,4,1,1,0,0,0
1,0,10,9,1,1,1,0,0
1,0,16,6,0,1,0,0,0
1,0,10,10,1,1,0,0,1
1,2,13,5,0,1,0,0,1
1,2,12,2,1,1,1,0,0
1,1,12,13,1,2,0,0,1
1,0,9,1,1,1,0,0,1
1,2,4,4,1,1,0,0,0
1,1,12,6,0,1,0,0,0
1,2,10,6,1,1,0,0,1
1,1,9,0,1,1,0,0,0
0,2,9,7,1,1,0,0,0
1,2,9,8,0,1,1,0,0
1,2,13,6,0,1,1,0,0
1,2,12,6,1,0,0,0,0
1,2,9,1,1,1,0,0,1
1,2,10,1,1,1,0,0,1
1,2,10,8,1,1,0,0,0
1,2,9,8,1,1,0,0,0
1,2,10,5,1,1,0,0,1
1,0,10,4,1,1,0,0,1
1,2,11,6,0,1,1,0,0
1,2,9,8,1,1,0,0,0
0,2,10,9,1,1,1,0,0
1,0,13,6,0,1,0,0,0
1,2,13,2,1,2,0,0,1
1,2,13,4,0,1,1,0,0
2,0,10,10,1,1,0,0,0
1,1,13,13,1,1,0,0,1
1,0,9,6,1,1,0,0,1
1,2,8,2,0,1,1,0,0
1,0,10,1,0,1,0,0,0
1,2,13,6,0,0,0,0,0
1,2,9,2,0,1,1,0,0
1,2,10,2,1,1,0,0,0
1,0,10,1,1,2,0,0,1
1,2,13,5,1,2,0,0,1
1,2,5,11,0,1,0,0,0
1,2,10,5,0,1,1,0,0
0,99,10,99,1,1,1,0,0
1,0,9,4,1,1,0,0,0
1,2,9,7,1,1,0,0,0
1,2,9,7,1,1,0,0,0
1,2,10,5,1,1,1,0,0
1,1,13,9,1,1,0,0,0
1,1,10,5,1,1,1,0,0
1,2,9,5,0,1,1,0,0
1,2,10,0,1,1,0,0,1
1,0,9,1,1,1,0,0,0
1,99,9,99,1,1,1,0,0
1,2,10,4,0,2,0,0,0
1,2,11,7,1,1,1,0,0
1,2,9,5,0,1,0,0,0
1,1,6,7,1,1,0,0,0
1,2,9,4,1,1,0,0,1
1,2,9,7,1,1,0,0,0
1,2,13,5,0,1,1,0,0
1,2,9,2,1,1,1,0,0
1,2,13,5,1,1,0,0,1
1,2,10,1,1,1,0,0,0
1,0,10,1,1,1,0,0,0
1,2,10,4,0,1,1,0,0
1,2,5,1,0,1,0,0,0
1,2,13,1,0,1,1,0,0
1,2,9,7,1,1,0,0,0
1,2,11,5,1,1,0,0,1
0,2,9,9,1,1,0,0,0
1,2,11,1,1,0,0,0,0
1,2,9,2,0,0,1,0,0
1,2,9,5,0,1,1,0,0
0,99,6,99,1,1,0,0,0
1,2,8,4,1,1,0,0,0
2,0,9,4,1,1,0,0,1
1,2,6,2,0,0,1,0,0
1,2,9,9,0,1,1,0,0
1,0,10,5,0,1,0,0,0
1,2,10,1,0,1,0,0,0
1,0,9,10,1,1,0,0,0
1,1,14,6,0,1,1,0,0
1,2,9,5,1,1,1,0,0
